0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,-1,0,1,1,1,0,-9,0,0,0,-1,1,0,2,0,0,0,-1,-1,-1,-1,
1,-2,0,0,0,2,0,-22,-1,2,2,1,3,-3,3,0,0,-1,0,-1,-4,0,
1,0,1,0,2,0,1,-36,-1,4,3,1,5,-3,5,-1,2,-1,1,-3,-3,2,
-2,-1,-1,-1,3,0,3,-50,-1,0,3,1,7,-3,8,-2,4,-5,3,-4,-1,4,
-2,-1,0,0,4,-1,0,-62,-1,-1,6,0,6,-3,11,0,5,-5,5,-1,0,4,
-5,-1,0,-4,1,-3,1,-69,-3,-2,8,-1,3,-8,10,2,4,-6,8,2,2,5,
-2,-1,-2,-1,2,-6,2,-70,-1,-5,9,-5,0,-5,6,3,2,-7,10,3,7,4,
-2,-3,-3,-1,2,-2,0,-70,0,-8,8,-4,0,-2,4,3,0,-8,7,3,8,2,
3,-4,-1,0,1,-3,-1,-69,-1,-9,8,-6,-3,-2,3,4,-2,-8,6,4,6,1,
6,-5,-2,-2,0,-5,3,-72,-2,-9,8,-5,-1,-1,3,1,-2,-7,4,0,6,3,
