3,3,1,0,4,1,3
3,3,2,1,4,0,4
3,3,8,1,3,0,3
3,3,3,0,4,1,3
3,3,7,0,4,0,4
3,3,4,0,4,1,3
3,3,6,0,4,0,4
3,3,5,0,4,1,2
3,4,2,0,3,1,3
3,4,3,0,2,1,2
3,4,1,1,3,0,2
3,4,4,0,2,1,2
3,4,8,1,2,0,2
3,4,5,1,3,0,3
3,4,7,0,3,0,3
3,4,6,0,3,1,3
3,2,3,1,4,0,4
3,2,4,1,3,0,4
3,2,2,1,3,0,3
3,2,5,0,3,0,3
3,2,1,0,4,0,4
3,2,6,0,4,1,3
3,2,8,1,4,1,4
3,2,7,0,3,1,3
3,5,4,1,4,0,3
3,5,5,0,3,1,4
3,5,3,1,5,0,4
3,5,6,0,4,1,4
3,5,2,1,3,0,3
3,5,7,1,3,0,3
3,5,1,0,4,0,4
3,5,8,1,4,1,4
3,1,5,0,4,1,4
3,1,6,0,4,1,4
3,1,4,1,4,0,4
3,1,7,1,4,1,4
3,1,3,1,5,0,4
3,1,8,1,4,1,4
3,1,2,0,3,0,3
3,1,1,0,4,0,3
3,6,6,0,4,1,4
3,6,7,1,4,1,4
3,6,5,0,4,1,4
3,6,8,1,3,1,3
3,6,4,1,4,0,4
3,6,1,0,4,0,4
3,6,3,1,5,0,4
3,6,2,1,4,0,4
