2,2,1,0,5,0,4
2,2,2,0,5,0,4
2,2,8,1,4,1,3
2,2,3,1,5,0,4
2,2,7,1,5,1,5
2,2,4,1,5,0,5
2,2,6,0,5,1,5
2,2,5,0,5,1,5
2,3,2,0,5,0,5
2,3,3,1,5,0,4
2,3,1,0,5,0,5
2,3,4,1,5,0,4
2,3,8,1,5,1,5
2,3,5,0,5,1,5
2,3,7,1,5,1,5
2,3,6,0,4,1,5
2,1,3,1,5,0,4
2,1,4,1,5,0,5
2,1,2,0,5,0,5
2,1,5,0,4,1,5
2,1,1,0,5,0,4
2,1,6,0,5,1,5
2,1,8,1,5,1,5
2,1,7,1,5,1,4
2,4,4,1,5,0,5
2,4,5,0,5,1,5
2,4,3,1,4,0,5
2,4,6,0,5,1,5
2,4,2,0,4,0,4
2,4,7,1,5,1,5
2,4,1,0,5,0,5
2,4,8,1,4,1,5
2,6,5,0,5,1,5
2,6,6,0,5,1,5
2,6,4,1,3,0,4
2,6,7,1,5,1,5
2,6,3,1,5,0,5
2,6,8,1,4,1,5
2,6,2,0,4,0,4
2,6,1,0,5,0,5
2,5,6,0,5,1,5
2,5,7,1,4,1,4
2,5,5,0,4,1,5
2,5,8,1,5,1,5
2,5,4,1,5,0,4
2,5,1,0,4,0,4
2,5,3,1,5,0,4
2,5,2,0,4,0,5
