6,6,1,0,2,1,4
6,6,2,1,5,0,2
6,6,8,0,4,0,4
6,6,3,0,3,1,4
6,6,7,0,2,1,4
6,6,4,0,4,0,4
6,6,6,1,4,0,4
6,6,5,0,4,0,4
6,1,2,0,2,1,2
6,1,3,1,4,0,4
6,1,1,0,3,0,3
6,1,4,1,3,0,3
6,1,8,1,4,1,3
6,1,5,0,4,1,4
6,1,7,1,3,1,4
6,1,6,0,4,1,4
6,5,3,1,3,0,3
6,5,4,1,3,0,3
6,5,2,1,3,0,3
6,5,5,0,2,1,2
6,5,1,0,3,0,3
6,5,6,0,2,1,2
6,5,8,1,2,1,2
6,5,7,1,2,1,2
6,2,4,1,3,0,3
6,2,5,0,3,1,3
6,2,3,1,3,0,3
6,2,6,0,4,1,4
6,2,2,0,3,0,3
6,2,7,1,2,1,2
6,2,1,0,3,0,3
6,2,8,1,4,1,4
6,4,5,0,3,1,3
6,4,6,0,3,1,3
6,4,4,1,3,0,3
6,4,7,1,4,1,4
6,4,3,1,3,0,3
6,4,8,1,4,1,4
6,4,2,0,2,0,4
6,4,1,0,3,0,3
6,3,6,0,4,1,4
6,3,7,1,3,1,3
6,3,5,0,3,1,3
6,3,8,1,4,1,4
6,3,4,1,3,0,3
6,3,1,0,3,0,3
6,3,3,1,3,0,3
6,3,2,0,4,0,4
