x,y,z,a,result
0.170169042377,1.02230524526,0,0,0
0.680034215512,-0.282011347988,0,0,0
-0.891920741611,1.17031676275,0,0,0
0.939747003914,0.281320104081,0,0,0
0.49263142315,-0.940004872576,0,0,0
-1.03921148814,-0.565388778119,0,0,0
-0.378022217003,1.2737083242,0,0,0
0.485102673927,-0.269024104042,0,0,0
1.24410945527,0.65186988142,0,0,0
0.614180934723,0.71464771689,0,0,0
-0.304338322455,-0.968673111187,0,0,0
-0.357182329421,0.599276001404,0,0,0
-0.0222202250987,0.611379655322,0,0,0
-0.628604528885,-0.334852371394,0,0,0
1.03799475275,0.991169698116,0,0,0
-1.37521688103,-0.410543152816,0,0,0
0.914791201058,-0.616140716357,0,0,0
-0.963027991412,0.107917867182,0,0,0
0.951604601528,-0.137543056736,0,0,0
-1.27758762384,0.488085692013,0,0,0
-0.674980733831,-0.538258050339,0,0,0
-0.507558394674,1.34323302345,0,0,0
-0.585545583122,-1.34791550269,0,0,0
0.628295026371,0.41118853074,0,0,0
0.447273722354,-0.288196179243,0,0,0
0.585924084692,-0.544935669289,0,0,0
-1.23624532609,-0.235524240486,0,0,0
-0.7638456956,0.841183512078,0,0,0
-0.657264407026,-1.21531743197,0,0,0
-0.990246472555,-0.636194528724,0,0,0
-1.45169155289,0.108785877419,0,0,0
1.16237977222,-0.389617274394,0,0,0
0.397163217653,-0.355813155842,0,0,0
0.834176420035,-0.626556787821,0,0,0
-0.489516480298,0.676326965183,0,0,0
-1.31024037806,-0.192216853548,0,0,0
-0.971847547971,0.919317631083,0,0,0
0.672515241464,-0.958572059651,0,0,0
0.00833380303318,1.2049001418,0,0,0
0.0231026142349,-0.278753014809,0,0,0
-0.880481594869,-0.194673333777,0,0,0
-0.476900583938,-0.152786947611,0,0,0
-1.32149247785,0.187720655524,0,0,0
1.44270665216,0.093431996966,0,0,0
-0.04750915981,0.509747063267,0,0,0
1.21912035622,0.182223813001,0,0,0
1.29783011533,0.225836070441,0,0,0
-0.0312173380064,-1.07085179272,0,0,0
0.362049751322,0.263934657924,0,0,0
-0.652254353272,0.682758258884,0,0,0
0.285051015366,0.790931690039,0,0,0
-0.195225391865,-0.505646268754,0,0,0
-0.580936143788,-0.861243594882,0,0,0
-0.702443260057,0.968476786762,0,0,0
-0.750559056766,0.798317408902,0,0,0
-0.953080530193,0.827823319167,0,0,0
0.734924329508,-0.894653294805,0,0,0
-1.19055451526,-0.852263683888,0,0,0
-0.814285355596,-0.576646417791,0,0,0
0.32286593323,0.481709684353,0,0,0
-0.382194720664,-0.395714945653,0,0,0
1.29905048099,0.581235749124,0,0,0
0.887123635842,0.349817876346,0,0,0
0.537466696807,1.1561260215,0,0,0
-0.318139897018,-0.00276491798942,0,0,0
-0.970970689194,-0.976789692474,0,0,0
-0.531315002184,0.896622216907,0,0,0
-0.773478453232,1.17986670459,0,0,0
0.929566490401,-0.501405535911,0,0,0
-0.666122428145,0.449088892682,0,0,0
0.910432457888,0.859444222849,0,0,0
0.41212532779,-0.31879673147,0,0,0
-0.246432525762,-1.0737682866,0,0,0
0.391735449166,-0.0392866466101,0,0,0
0.116610448974,-0.134462631372,0,0,0
0.180952228901,0.814514646033,0,0,0
-1.41176062274,0.273427071734,0,0,0
-0.70320383815,0.0544570812636,0,0,0
0.783438507985,0.911706981737,0,0,0
1.34186421382,0.27221053405,0,0,0
-0.741156806222,1.29213589139,0,0,0
0.160522537051,1.28747650031,0,0,0
1.0344049991,0.117518907667,0,0,0
1.13836454769,-0.472029917613,0,0,0
0.429707642225,0.134365407498,0,0,0
-0.623070913087,0.388433601374,0,0,0
-0.694590223325,0.182398072702,0,0,0
-0.12327354373,-1.02206478848,0,0,0
0.488702454767,0.400433714253,0,0,0
-0.3726223936,-0.989577849184,0,0,0
0.285514808542,0.682774310814,0,0,0
0.448727212239,0.361017660015,0,0,0
0.615488411209,0.125858379328,0,0,0
-0.499575205915,-0.0945455385345,0,0,0
1.17051624924,-0.497681707323,0,0,0
-0.76537359198,0.652574447215,0,0,0
0.3694592893,-0.370219832454,0,0,0
0.761141290788,-0.368525813307,0,0,0
-0.0615835746301,1.23997998402,0,0,0
-0.385756736262,0.648414707649,0,0,0
0.479650073822,0.164645595157,0,0,0
-1.04539589759,-0.928416982265,0,0,0
0.745742692225,-0.522979593119,0,0,0
-0.935622505305,-0.115901886229,0,0,0
-0.846179754789,-0.678104231882,0,0,0
-0.0380321658325,0.742062240945,0,0,0
0.323848812655,-1.37465684512,0,0,0
1.3110252962,-0.715471618854,0,0,0
0.0853769330264,0.480413993612,0,0,0
-0.310347453235,0.95310437705,0,0,0
0.483708247814,0.859099010341,0,0,0
-1.09985954803,0.0104619604578,0,0,0
0.377338835973,0.565087022846,0,0,0
-0.300948542613,0.898449479023,0,0,0
0.219175618291,-0.908633910189,0,0,0
0.310607902239,0.171561340439,0,0,0
-0.493319159916,0.214356068823,0,0,0
0.87880531756,-0.468777427922,0,0,0
0.112403062071,0.922520430713,0,0,0
1.34373309045,0.181618252956,0,0,0
0.26194729067,-0.0331160357753,0,0,0
-0.494147752671,-0.838562878462,0,0,0
-1.1634784218,0.72536050635,0,0,0
-0.0146739866069,0.287227122018,0,0,0
0.794008674032,0.875734519777,0,0,0
0.19897016829,-1.18181515642,0,0,0
-0.123914617608,-0.542318534383,0,0,0
-1.13146724347,0.266653714508,0,0,0
1.2206576885,0.165901560182,0,0,0
-0.304481276891,0.170516006071,0,0,0
0.866401387724,0.647113790608,0,0,0
-0.231839765037,-0.536138218747,0,0,0
0.122147568428,-0.45376316033,0,0,0
1.46279001799,0.113976047616,0,0,0
1.11395790702,-0.699189960116,0,0,0
-0.568648982937,0.787508264288,0,0,0
1.04695246957,-0.250111442699,0,0,0
0.987125381014,-0.355851330854,0,0,0
0.967331595355,0.644947084664,0,0,0
0.114820048578,1.46436433765,0,0,0
-1.140300361,0.806965032001,0,0,0
0.356885386613,-0.351002718071,0,0,0
-0.111522995496,0.967604269634,0,0,0
0.151997867817,-0.943085607541,0,0,0
0.416388800874,1.10246022383,0,0,0
0.152196192611,-0.817384313195,0,0,0
0.200381872995,1.08977535137,0,0,0
0.370075999727,0.745503363652,0,0,0
1.03818373503,-0.0649072751923,0,0,0
0.231670373223,0.508635853801,0,0,0
0.339793021926,-0.33722243384,0,0,0
-1.20940164563,-0.699308230885,0,0,0
-1.13228222812,0.625429915459,0,0,0
-0.98360458075,-1.11705508997,0,0,0
0.699092353952,-0.917728568565,0,0,0
