x,y,rb,rc,result
-1.40778002709,-0.142556019629,-1.2167815583,-1.08901330943,0
-0.706317906604,-0.163942621944,-1.28277248531,0.818219445099,0
-0.696287084158,0.358448731417,-0.4565242214,1.3777527564,0
-1.37376211368,-0.0734676593653,-0.99287020199,-0.147209397709,0
-1.31264264608,-0.246075295309,0.700985956386,-1.42440644773,0
-0.381159813162,-0.162862441312,0.923866895252,1.09610359836,0
-0.213231498792,0.224403788228,-0.690308576656,0.423540347886,0
-1.19317628821,-0.332654770029,-0.262196733464,1.56339869386,0
-0.339901362048,-0.163910099739,0.486560090609,-1.56408544532,0
-0.473880745138,-0.291628451831,-0.421299454842,0.811634965269,0
-1.06056974058,0.0340743355283,0.0356485607482,-0.336462762248,0
-0.334035965206,0.266845592595,-1.52435133298,-1.50235901436,0
-0.836061398853,-0.345778669308,0.653231389296,-0.608096162593,0
-1.20192817138,-0.109280846217,1.07231515121,-1.44961615095,0
-1.07032120016,0.31775024855,0.580791077117,-0.655917674319,0
-1.25757889681,-0.145178153766,0.603933919097,-1.23429762185,0
-0.994766036213,-0.383046495701,-1.00190294892,-1.47286151362,0
-1.42384225972,-0.0188439526881,0.269455796954,-1.48497528886,0
-1.18956582516,0.0976591690544,-0.906140295507,1.56072979991,0
-1.06279978819,0.0778040790106,-0.0949071227949,0.678290522163,0
-0.902432960316,-0.454185745567,-0.0648853308329,-1.03846250853,0
-1.0679128601,-0.30796033983,0.226228615012,0.35140607277,0
-1.40296522125,-0.223666829044,0.345991034716,-1.35498215256,0
-0.380449545489,-0.277323296164,-0.342295410023,-1.5650466487,0
-0.819431462552,-0.271794347169,0.935164534083,-1.29757552171,0
-1.15852675625,0.231169513877,0.438225708782,0.75343883842,0
-0.965966186331,0.0954427161304,-0.499060757616,1.08841846849,0
-1.17527699485,0.293195876658,-0.974105613166,-1.23112090225,0
-0.545438630401,0.214836867125,0.148749591087,1.03728986961,0
-1.17741415489,-0.469078503882,-1.55867234673,-1.17335098219,0
-1.08495117114,0.278304575803,-0.0651372210763,1.52807414155,0
-0.532434811598,0.205951109877,1.09715167892,-1.27692359303,0
-0.23906595941,0.340005991561,0.0115065674563,1.31796554938,0
-0.876443413012,-0.416534579045,-0.499483181157,-0.194530478829,0
-0.118430498858,-0.382510718072,1.52434258053,0.0135978051853,0
-0.518156601694,-0.304312690298,-0.327453884935,1.52554065882,0
-1.46571204788,0.387439105197,0.245310165681,1.53539401998,0
-0.365197844422,-0.0625588071813,1.07574319181,0.818977386878,0
-1.07485783466,0.359157453685,0.127364401972,1.06060714835,0
-0.52769442948,-0.455507982042,-0.334687457051,1.15648556219,0
-0.559956793112,-0.165289525553,-0.0994150982428,1.14304405025,0
-0.690335068691,-0.309326862611,-0.305836240091,0.260723948531,0
-1.38489075847,0.222520048517,0.102379880295,0.542987671649,0
-0.640828268107,-0.257708377151,0.316924716325,-0.110278075465,0
-1.0775896232,0.314115301084,-0.354121600133,-0.0507474428128,0
-0.584483859536,0.468038313093,1.05299933359,-1.42897420365,0
-0.872442964341,-0.439988806597,0.66032169502,0.849831108508,0
-1.02529286492,-0.0588110822379,-0.727793795983,1.26228534302,0
-1.26359088185,-0.0647464660899,-0.855570188581,-0.592841376642,0
-0.550566203685,-0.429956427201,0.588873199379,-0.223201843984,0
-0.533496255657,-0.452660011835,1.17331097283,-0.445619234,0
-0.254498424663,-0.0337048117525,0.0305941627547,-0.432195042124,0
-0.916704503362,-0.281214547645,-0.532062274424,-0.895554817908,0
-0.566204351614,-0.301032637943,-1.30747613375,-1.33497211554,0
-0.585342345407,0.3354896433,-1.47260889105,-1.06558498565,0
-1.29387243895,-0.182450957638,0.9741095279,0.628027806334,0
-1.07288595993,-0.335442932822,-1.38751252975,0.0925458085339,0
-0.460516911252,0.334446425868,0.364155191108,1.30965854905,0
-0.820686288197,-0.0152026490785,1.4374656901,-0.745664678346,0
-0.210640720746,-0.0230645340125,-0.279707960939,0.578359699557,0
-1.36710746761,-0.203798645674,0.185914159007,-0.48787643734,0
-0.405651068406,-0.0695861773034,-0.152785275053,-0.651480613096,0
-1.17004669673,0.0472145085673,-1.48694883866,1.36360130905,0
-0.204054460203,-0.398647937781,-1.19824286026,1.33168843199,0
-0.192273226507,0.368082146287,1.5456529502,-0.381559452014,0
-1.04571559839,-0.282724322037,-0.0972335815797,1.19708330222,0
-0.616192723047,-0.478405829999,-1.00635088432,-0.221758232388,0
-0.162044280996,0.489549894015,1.39106542691,-0.670847411061,0
-0.0646080416121,0.255689653185,-0.479727123693,1.24249729715,0
-0.671043555015,0.00229769645132,-1.33587064281,0.901768737778,0
-0.0776092377161,0.375924286416,-0.640527727076,-1.56779117267,0
-0.802889953959,-0.150060378207,0.752557122949,1.12815333159,0
-0.471629620168,-0.295557820696,1.30718835719,-0.949410857499,0
-1.38974607658,0.24123892824,1.16788155782,-0.240863065297,0
-0.872388481014,0.105905457168,-1.09733228129,0.312491483283,0
-0.0609287137894,0.454214809652,-0.195584135727,-0.985207775295,0
