num_of_iter,cbirrt_result,gui_id,valve_position_x,valve_position_y,valve_position_z,valve_quat_x,valve_quat_y,valve_quat_z,valve_quat_w,rms_err,angle_err,cycle_success_code,skipped,time,notes
1,-1,KG-EX,1.97114026546,-0.186046481133,0.0997606739402,0.165677309036,-0.01844567433,0.985862731934,0.0168959349394,0.0,0.0,retry,-1,23:04:10,
2,-1,KG-EX,1.98034203053,0.0207290034741,0.0957848951221,0.135108277202,-0.00430751405656,0.990766167641,-0.0104666594416,0.0,0.0,retry,-1,23:04:28,
3,-1,KG-EX,0.582290947437,0.104233875871,0.0419148504734,0.192163780332,-0.0367536880076,0.979635119438,-0.0451362393796,0.0,0.0,retry,-1,23:04:58,
